img_id,p_key,pred_class,pred_lat,pred_lng
103465274_3e879729e0_33_73293249@N00,coarse,1285,45.664371490478516,13.755169868469238
1034783376_9e3db4b81a_1016_70323761@N00,coarse,77,45.514923095703125,-122.67069244384766
103558896_55f8059bc9_35_73293249@N00,coarse,570,40.757530212402344,-73.98599243164062
103574519_62331b624f_24_73293249@N00,coarse,79,43.644779205322266,-79.3864974975586
103575522_cc6a522170_34_73293249@N00,coarse,79,43.644779205322266,-79.3864974975586
103577701_b68e15492e_32_73293249@N00,coarse,1080,43.111881256103516,-79.09844207763672
103726410_49bcd2e470_33_73293249@N00,coarse,570,40.757530212402344,-73.98599243164062
103398485_db45794d93_36_73293249@N00,middle,1065,51.10177230834961,-115.43197631835938
103404365_f852148f5b_34_73293249@N00,middle,5185,-33.918209075927734,18.415529251098633
103433117_266c57c2e6_29_73293249@N00,middle,4966,44.531742095947266,6.764326095581055
103433770_9b651cfd20_32_73293249@N00,middle,2756,46.37641906738281,11.931218147277832
103442236_09c8d53dbc_37_73293249@N00,middle,1238,51.506526947021484,-0.07847427576780319
103457638_224c119b11_30_73293249@N00,middle,1219,-33.337852478027344,-69.40113830566406
103465274_3e879729e0_33_73293249@N00,middle,2386,45.6390266418457,13.77541732788086
1034783376_9e3db4b81a_1016_70323761@N00,middle,1092,42.360897064208984,-71.09000396728516
103558896_55f8059bc9_35_73293249@N00,middle,4183,43.644989013671875,-79.37724304199219
103574519_62331b624f_24_73293249@N00,middle,80,43.642364501953125,-79.38803100585938
103575522_cc6a522170_34_73293249@N00,middle,80,43.642364501953125,-79.38803100585938
103577701_b68e15492e_32_73293249@N00,middle,4010,43.080997467041016,-79.07869720458984
103726410_49bcd2e470_33_73293249@N00,middle,1091,40.75653839111328,-73.98670959472656
103398485_db45794d93_36_73293249@N00,fine,1675,35.303367614746094,23.854543685913086
103404365_f852148f5b_34_73293249@N00,fine,9295,-33.92344284057617,18.419973373413086
103433117_266c57c2e6_29_73293249@N00,fine,7277,44.531742095947266,6.764326095581055
103433770_9b651cfd20_32_73293249@N00,fine,3266,46.37641906738281,11.931218147277832
103442236_09c8d53dbc_37_73293249@N00,fine,1315,51.5050163269043,-0.07804618775844574
103457638_224c119b11_30_73293249@N00,fine,1293,-33.426300048828125,-69.93953704833984
103465274_3e879729e0_33_73293249@N00,fine,12127,45.619056701660156,13.814136505126953
1034783376_9e3db4b81a_1016_70323761@N00,fine,77,45.514923095703125,-122.67069244384766
103558896_55f8059bc9_35_73293249@N00,fine,5653,43.644989013671875,-79.37724304199219
103574519_62331b624f_24_73293249@N00,fine,4272,45.504356384277344,-73.58671569824219
103575522_cc6a522170_34_73293249@N00,fine,79,43.643367767333984,-79.38712310791016
103577701_b68e15492e_32_73293249@N00,fine,5316,43.080997467041016,-79.07869720458984
103726410_49bcd2e470_33_73293249@N00,fine,3623,40.757301330566406,-73.98634338378906
103398485_db45794d93_36_73293249@N00,hierarchy,9524,24.17394256591797,121.551025390625
103404365_f852148f5b_34_73293249@N00,hierarchy,9295,-33.92344284057617,18.419973373413086
103433117_266c57c2e6_29_73293249@N00,hierarchy,7277,44.531742095947266,6.764326095581055
103433770_9b651cfd20_32_73293249@N00,hierarchy,3266,46.37641906738281,11.931218147277832
103442236_09c8d53dbc_37_73293249@N00,hierarchy,1315,51.5050163269043,-0.07804618775844574
103457638_224c119b11_30_73293249@N00,hierarchy,1293,-33.426300048828125,-69.93953704833984
103465274_3e879729e0_33_73293249@N00,hierarchy,12127,45.619056701660156,13.814136505126953
1034783376_9e3db4b81a_1016_70323761@N00,hierarchy,77,45.514923095703125,-122.67069244384766
103558896_55f8059bc9_35_73293249@N00,hierarchy,5653,43.644989013671875,-79.37724304199219
103574519_62331b624f_24_73293249@N00,hierarchy,79,43.643367767333984,-79.38712310791016
103575522_cc6a522170_34_73293249@N00,hierarchy,79,43.643367767333984,-79.38712310791016
103577701_b68e15492e_32_73293249@N00,hierarchy,5316,43.080997467041016,-79.07869720458984
103726410_49bcd2e470_33_73293249@N00,hierarchy,3623,40.757301330566406,-73.98634338378906
1038069722_cab11140a5_1378_75452460@N00,coarse,1112,48.39744567871094,14.642240524291992
103908913_8ef41889e3_36_11114422@N00,coarse,101,53.10666275024414,-2.873255729675293
103910409_51606239db_42_11114422@N00,coarse,294,27.07208251953125,77.89322662353516
104122769_f122c548dc_40_19355699@N00,coarse,1567,-33.7852897644043,150.80889892578125
1041241079_904c456418_1430_7132415@N03,coarse,657,52.50486373901367,13.445436477661133
104132709_97b998c989_41_19355699@N00,coarse,317,-33.85980987548828,151.21505737304688
104133298_2619fc0eae_39_19355699@N00,coarse,317,-33.85980987548828,151.21505737304688
1041333001_9b8e3dc4f1_1284_7132415@N03,coarse,1744,8.990036964416504,-79.74760437011719
104134249_80c92294db_19_19355699@N00,coarse,317,-33.85980987548828,151.21505737304688
104134428_244b67a2d9_38_19355699@N00,coarse,1080,43.111881256103516,-79.09844207763672
104134591_85c54effac_41_19355699@N00,coarse,210,51.04102325439453,-114.07372283935547
104138228_eac9608bce_34_19355699@N00,coarse,1544,-36.75899124145508,174.76686096191406
104146945_2722f724b3_19_14542551@N00,coarse,1023,50.02302932739258,104.36636352539062
1038069722_cab11140a5_1378_75452460@N00,middle,1368,48.113426208496094,15.214747428894043
103908913_8ef41889e3_36_11114422@N00,middle,1788,53.237667083740234,-2.9212214946746826
103910409_51606239db_42_11114422@N00,middle,308,27.185556411743164,78.02875518798828
104122769_f122c548dc_40_19355699@N00,middle,2169,-33.7852897644043,150.80889892578125
1041241079_904c456418_1430_7132415@N03,middle,2256,47.14419174194336,15.491853713989258
104132709_97b998c989_41_19355699@N00,middle,335,-33.85600662231445,151.2141876220703
104133298_2619fc0eae_39_19355699@N00,middle,335,-33.85600662231445,151.2141876220703
1041333001_9b8e3dc4f1_1284_7132415@N03,middle,2540,8.990036964416504,-79.74760437011719
104134249_80c92294db_19_19355699@N00,middle,335,-33.85600662231445,151.2141876220703
104134428_244b67a2d9_38_19355699@N00,middle,1823,51.220211029052734,6.77812385559082
104134591_85c54effac_41_19355699@N00,middle,218,51.057132720947266,-114.09381103515625
104138228_eac9608bce_34_19355699@N00,middle,2132,-36.75899124145508,174.76686096191406
104146945_2722f724b3_19_14542551@N00,middle,1231,49.14751434326172,107.14784240722656
1038069722_cab11140a5_1378_75452460@N00,fine,1462,48.113426208496094,15.214747428894043
103908913_8ef41889e3_36_11114422@N00,fine,1967,53.211402893066406,-2.888594627380371
103910409_51606239db_42_11114422@N00,fine,4825,34.56108474731445,74.78401184082031
104122769_f122c548dc_40_19355699@N00,fine,2440,-33.7852897644043,150.80889892578125
1041241079_904c456418_1430_7132415@N03,fine,767,52.5023078918457,13.43816089630127
104132709_97b998c989_41_19355699@N00,fine,337,-33.858158111572266,151.2144012451172
104133298_2619fc0eae_39_19355699@N00,fine,749,-33.85675811767578,151.21493530273438
1041333001_9b8e3dc4f1_1284_7132415@N03,fine,5344,9.241312980651855,-79.72686004638672
104134249_80c92294db_19_19355699@N00,fine,2682,-33.85124588012695,151.21176147460938
104134428_244b67a2d9_38_19355699@N00,fine,6035,25.034259796142578,121.56317138671875
104134591_85c54effac_41_19355699@N00,fine,219,51.047245025634766,-114.06388854980469
104138228_eac9608bce_34_19355699@N00,fine,2391,-36.80745315551758,174.8219757080078
104146945_2722f724b3_19_14542551@N00,fine,2822,47.594207763671875,106.0057373046875
1038069722_cab11140a5_1378_75452460@N00,hierarchy,1462,48.113426208496094,15.214747428894043
103908913_8ef41889e3_36_11114422@N00,hierarchy,1967,53.211402893066406,-2.888594627380371
103910409_51606239db_42_11114422@N00,hierarchy,6860,27.1727237701416,78.04121398925781
104122769_f122c548dc_40_19355699@N00,hierarchy,2440,-33.7852897644043,150.80889892578125
1041241079_904c456418_1430_7132415@N03,hierarchy,767,52.5023078918457,13.43816089630127
104132709_97b998c989_41_19355699@N00,hierarchy,337,-33.858158111572266,151.2144012451172
104133298_2619fc0eae_39_19355699@N00,hierarchy,749,-33.85675811767578,151.21493530273438
1041333001_9b8e3dc4f1_1284_7132415@N03,hierarchy,5344,9.241312980651855,-79.72686004638672
104134249_80c92294db_19_19355699@N00,hierarchy,2682,-33.85124588012695,151.21176147460938
104134428_244b67a2d9_38_19355699@N00,hierarchy,6035,25.034259796142578,121.56317138671875
104134591_85c54effac_41_19355699@N00,hierarchy,219,51.047245025634766,-114.06388854980469
104138228_eac9608bce_34_19355699@N00,hierarchy,2391,-36.80745315551758,174.8219757080078
104146945_2722f724b3_19_14542551@N00,hierarchy,2822,47.594207763671875,106.0057373046875
1044041591_512737f6a3_1182_9729483@N02,coarse,1439,39.948516845703125,-75.1316146850586
104419192_8551684362_41_64825499@N00,coarse,14,51.50776672363281,-0.07717788219451904
104419793_26fe6ba2a3_39_64825499@N00,coarse,1939,27.97549819946289,-82.44035339355469
1051458737_dc88781e19_1257_50435419@N00,coarse,1073,47.9394645690918,-91.12930297851562
1052934673_018d08d79c_1247_89904893@N00,coarse,1608,51.38642883300781,-2.367276668548584
1054676623_3278c97053_1242_70323761@N00,coarse,449,40.70509338378906,-73.9987564086914
1055535547_d8ebd9b0ff_1005_52057668@N00,coarse,10,45.433189392089844,12.336990356445312
1055596489_76a46df552_1047_52057668@N00,coarse,1435,29.993715286254883,31.16461944580078
1056311007_52319e8695_1127_9729483@N02,coarse,864,-16.633914947509766,-149.6533203125
1056987156_2fb85c8d9d_1152_9729483@N02,coarse,375,20.499469757080078,-87.14642333984375
1058450330_29b27f18cc_1304_52057668@N00,coarse,862,48.8599967956543,2.350242853164673
1061820145_989476e8d1_1056_17351226@N00,coarse,1646,-1.131747841835022,36.06916427612305
1064247804_21a7ce7392_1272_73293249@N00,coarse,212,38.62087631225586,-90.22607421875
1044041591_512737f6a3_1182_9729483@N02,middle,1929,39.94680404663086,-75.14395141601562
104419192_8551684362_41_64825499@N00,middle,13,51.50684356689453,-0.07523144781589508
104419793_26fe6ba2a3_39_64825499@N00,middle,4828,27.952211380004883,-82.45183563232422
1051458737_dc88781e19_1257_50435419@N00,middle,1312,47.9394645690918,-91.12930297851562
1052934673_018d08d79c_1247_89904893@N00,middle,2250,51.38167190551758,-2.3593997955322266
1054676623_3278c97053_1242_70323761@N00,middle,1376,40.706111907958984,-74.00277709960938
1055535547_d8ebd9b0ff_1005_52057668@N00,middle,3100,45.43366241455078,12.339921951293945
1055596489_76a46df552_1047_52057668@N00,middle,2805,40.95270538330078,-5.64055871963501
1056311007_52319e8695_1127_9729483@N02,middle,1913,9.851319313049316,76.3078384399414
1056987156_2fb85c8d9d_1152_9729483@N02,middle,1230,21.190860748291016,-86.81415557861328
1058450330_29b27f18cc_1304_52057668@N00,middle,4083,48.86286544799805,2.347496747970581
1061820145_989476e8d1_1056_17351226@N00,middle,2110,-3.282366991043091,35.61781692504883
1064247804_21a7ce7392_1272_73293249@N00,middle,758,41.24210739135742,-95.9438705444336
1044041591_512737f6a3_1182_9729483@N02,fine,2137,39.95035171508789,-75.14810943603516
104419192_8551684362_41_64825499@N00,fine,5455,51.508174896240234,-0.07574357837438583
104419793_26fe6ba2a3_39_64825499@N00,fine,6962,27.963077545166016,-82.45106506347656
1051458737_dc88781e19_1257_50435419@N00,fine,1403,47.9394645690918,-91.12930297851562
1052934673_018d08d79c_1247_89904893@N00,fine,9463,38.92200469970703,-77.06710052490234
1054676623_3278c97053_1242_70323761@N00,fine,1473,40.706111907958984,-74.00277709960938
1055535547_d8ebd9b0ff_1005_52057668@N00,fine,3773,45.43403625488281,12.33970832824707
1055596489_76a46df552_1047_52057668@N00,fine,2713,37.87821960449219,-4.781625747680664
1056311007_52319e8695_1127_9729483@N02,fine,2120,9.526046752929688,76.38070678710938
1056987156_2fb85c8d9d_1152_9729483@N02,fine,755,19.897756576538086,-155.9109649658203
1058450330_29b27f18cc_1304_52057668@N00,fine,5450,48.86286544799805,2.347496747970581
1061820145_989476e8d1_1056_17351226@N00,fine,2361,-3.282366991043091,35.61781692504883
1064247804_21a7ce7392_1272_73293249@N00,fine,5660,41.22783660888672,-95.92768096923828
1044041591_512737f6a3_1182_9729483@N02,hierarchy,2137,39.95035171508789,-75.14810943603516
104419192_8551684362_41_64825499@N00,hierarchy,5455,51.508174896240234,-0.07574357837438583
104419793_26fe6ba2a3_39_64825499@N00,hierarchy,6962,27.963077545166016,-82.45106506347656
1051458737_dc88781e19_1257_50435419@N00,hierarchy,1403,47.9394645690918,-91.12930297851562
1052934673_018d08d79c_1247_89904893@N00,hierarchy,2907,51.38261032104492,-2.3595798015594482
1054676623_3278c97053_1242_70323761@N00,hierarchy,1473,40.706111907958984,-74.00277709960938
1055535547_d8ebd9b0ff_1005_52057668@N00,hierarchy,3773,45.43403625488281,12.33970832824707
1055596489_76a46df552_1047_52057668@N00,hierarchy,2713,37.87821960449219,-4.781625747680664
1056311007_52319e8695_1127_9729483@N02,hierarchy,2120,9.526046752929688,76.38070678710938
1056987156_2fb85c8d9d_1152_9729483@N02,hierarchy,4892,18.595962524414062,-68.54280090332031
1058450330_29b27f18cc_1304_52057668@N00,hierarchy,5450,48.86286544799805,2.347496747970581
1061820145_989476e8d1_1056_17351226@N00,hierarchy,2361,-3.282366991043091,35.61781692504883
1064247804_21a7ce7392_1272_73293249@N00,hierarchy,5660,41.22783660888672,-95.92768096923828
1065427105_186af84f48_1367_70323761@N00,coarse,82,40.15287780761719,-75.5016098022461
1066619342_4f62e58221_1239_70323761@N00,coarse,739,42.64468002319336,-77.02100372314453
1070752568_b1ed6014e4_1333_93455345@N00,coarse,1479,39.04376220703125,-76.60621643066406
1070839510_05f6cf6ef2_1162_93455345@N00,coarse,667,34.00408172607422,-84.04610443115234
1070873718_eab41ad951_1427_93455345@N00,coarse,1587,42.40022659301758,-71.32878875732422
107184433_0e6c4969c5_35_96388182@N00,coarse,1100,41.757171630859375,-88.33976745605469
1076964851_c20355b981_1431_93455345@N00,coarse,662,54.108760833740234,40.78113555908203
1076986527_4de9d086bc_1124_93455345@N00,coarse,983,51.567359924316406,-106.61376190185547
1077074655_69c5dba648_1048_93455345@N00,coarse,2701,52.479270935058594,13.472062110900879
1077086393_e1aea6d21e_1090_93455345@N00,coarse,760,56.49309539794922,-5.089572429656982
1077155473_80c037f16a_1120_93455345@N00,coarse,1530,39.437259674072266,-75.43800354003906
107717568_95f67ce436_37_17351226@N00,coarse,2446,55.73832702636719,37.56962966918945
1077208489_d307c44d40_1355_93455345@N00,coarse,1655,41.02206039428711,28.971595764160156
1065427105_186af84f48_1367_70323761@N00,middle,83,40.15287780761719,-75.5016098022461
1066619342_4f62e58221_1239_70323761@N00,middle,487,40.539188385009766,-80.28321838378906
1070752568_b1ed6014e4_1333_93455345@N00,middle,258,37.54155349731445,-77.44498443603516
1070839510_05f6cf6ef2_1162_93455345@N00,middle,908,42.711692810058594,-84.50422668457031
1070873718_eab41ad951_1427_93455345@N00,middle,2548,43.42613983154297,-87.91216278076172
107184433_0e6c4969c5_35_96388182@N00,middle,1349,41.757171630859375,-88.33976745605469
1076964851_c20355b981_1431_93455345@N00,middle,737,41.65583419799805,44.729103088378906
1076986527_4de9d086bc_1124_93455345@N00,middle,3906,40.4431037902832,-3.730588436126709
1077074655_69c5dba648_1048_93455345@N00,middle,2131,56.95732498168945,24.1215763092041
1077086393_e1aea6d21e_1090_93455345@N00,middle,983,57.18370819091797,-3.4528865814208984
1077155473_80c037f16a_1120_93455345@N00,middle,2111,39.437259674072266,-75.43800354003906
107717568_95f67ce436_37_17351226@N00,middle,4335,55.73832702636719,37.56962966918945
1077208489_d307c44d40_1355_93455345@N00,middle,222,41.01830291748047,28.98359489440918
1065427105_186af84f48_1367_70323761@N00,fine,5638,53.9792366027832,-1.9503751993179321
1066619342_4f62e58221_1239_70323761@N00,fine,499,40.539188385009766,-80.28321838378906
1070752568_b1ed6014e4_1333_93455345@N00,fine,2137,39.95035171508789,-75.14810943603516
1070839510_05f6cf6ef2_1162_93455345@N00,fine,8569,42.717201232910156,-84.54576110839844
1070873718_eab41ad951_1427_93455345@N00,fine,2969,43.42613983154297,-87.91216278076172
107184433_0e6c4969c5_35_96388182@N00,fine,8597,41.82489776611328,-88.25595092773438
1076964851_c20355b981_1431_93455345@N00,fine,3324,40.2512092590332,44.1523323059082
1076986527_4de9d086bc_1124_93455345@N00,fine,5128,40.4431037902832,-3.730588436126709
1077074655_69c5dba648_1048_93455345@N00,fine,5636,56.94883728027344,24.111021041870117
1077086393_e1aea6d21e_1090_93455345@N00,fine,4700,56.91012191772461,-5.022163391113281
1077155473_80c037f16a_1120_93455345@N00,fine,1258,42.453678131103516,-71.71109008789062
107717568_95f67ce436_37_17351226@N00,fine,964,55.75201416015625,37.61799621582031
1077208489_d307c44d40_1355_93455345@N00,fine,6251,41.02744674682617,28.97378921508789
1065427105_186af84f48_1367_70323761@N00,hierarchy,82,40.10129928588867,-75.43994140625
1066619342_4f62e58221_1239_70323761@N00,hierarchy,499,40.539188385009766,-80.28321838378906
1070752568_b1ed6014e4_1333_93455345@N00,hierarchy,1761,36.12565994262695,-80.29898071289062
1070839510_05f6cf6ef2_1162_93455345@N00,hierarchy,8569,42.717201232910156,-84.54576110839844
1070873718_eab41ad951_1427_93455345@N00,hierarchy,2969,43.42613983154297,-87.91216278076172
107184433_0e6c4969c5_35_96388182@N00,hierarchy,8597,41.82489776611328,-88.25595092773438
1076964851_c20355b981_1431_93455345@N00,hierarchy,3324,40.2512092590332,44.1523323059082
1076986527_4de9d086bc_1124_93455345@N00,hierarchy,5128,40.4431037902832,-3.730588436126709
1077074655_69c5dba648_1048_93455345@N00,hierarchy,5636,56.94883728027344,24.111021041870117
1077086393_e1aea6d21e_1090_93455345@N00,hierarchy,4700,56.91012191772461,-5.022163391113281
1077155473_80c037f16a_1120_93455345@N00,hierarchy,7692,39.624210357666016,-75.62102508544922
107717568_95f67ce436_37_17351226@N00,hierarchy,5942,55.741947174072266,37.59212875366211
1077208489_d307c44d40_1355_93455345@N00,hierarchy,6251,41.02744674682617,28.97378921508789
107723582_6c02eba98c_44_17351226@N00,coarse,278,-12.136009216308594,-37.96692657470703
107723692_6abd246261_52_17351226@N00,coarse,739,42.64468002319336,-77.02100372314453
107723908_e96144f997_56_17351226@N00,coarse,105,45.91709518432617,-81.78858184814453
1077244783_6b676179aa_1032_93455345@N00,coarse,662,54.108760833740234,40.78113555908203
1077872058_04a9b36974_1148_93455345@N00,coarse,1648,37.74747848510742,-121.87509155273438
1077955412_5c254dabba_1246_93455345@N00,coarse,767,46.13766860961914,-63.533592224121094
1079732334_0baae72c4f_1271_25159586@N00,coarse,390,25.036222457885742,121.56555938720703
108325116_1b1cd483cc_42_17351226@N00,coarse,802,62.121700286865234,7.192162990570068
108328982_9befccdd12_52_17351226@N00,coarse,802,62.121700286865234,7.192162990570068
108344521_b7f5d1ba86_37_17351226@N00,coarse,518,32.708370208740234,-16.961944580078125
1085645221_dad5caca79_1379_33463080@N00,coarse,42,25.075422286987305,55.131187438964844
1085889653_66207e5068_1416_33463080@N00,coarse,2221,13.96849250793457,99.53694915771484
1086201488_cd08f71bb8_1056_33463080@N00,coarse,147,35.713294982910156,139.76708984375
107723582_6c02eba98c_44_17351226@N00,middle,2719,-12.98335075378418,-38.448707580566406
107723692_6abd246261_52_17351226@N00,middle,3004,39.82429885864258,-75.6279525756836
107723908_e96144f997_56_17351226@N00,middle,3748,44.55042266845703,-68.94956970214844
1077244783_6b676179aa_1032_93455345@N00,middle,744,55.646583557128906,37.97073745727539
1077872058_04a9b36974_1148_93455345@N00,middle,2337,37.74747848510742,-121.87509155273438
1077955412_5c254dabba_1246_93455345@N00,middle,871,46.13766860961914,-63.533592224121094
1079732334_0baae72c4f_1271_25159586@N00,middle,2659,25.09844398498535,121.5232162475586
108325116_1b1cd483cc_42_17351226@N00,middle,3320,61.93927001953125,6.042059898376465
108328982_9befccdd12_52_17351226@N00,middle,1965,61.737728118896484,7.816812515258789
108344521_b7f5d1ba86_37_17351226@N00,middle,3483,32.724037170410156,-17.032793045043945
1085645221_dad5caca79_1379_33463080@N00,middle,2771,25.1400089263916,55.23814392089844
1085889653_66207e5068_1416_33463080@N00,middle,3697,13.96849250793457,99.53694915771484
1086201488_cd08f71bb8_1056_33463080@N00,middle,149,35.713294982910156,139.76708984375
107723582_6c02eba98c_44_17351226@N00,fine,3204,-12.98335075378418,-38.448707580566406
107723692_6abd246261_52_17351226@N00,fine,8393,36.881229400634766,-76.31316375732422
107723908_e96144f997_56_17351226@N00,fine,4854,44.55042266845703,-68.94956970214844
1077244783_6b676179aa_1032_93455345@N00,fine,772,55.61989212036133,37.75643539428711
1077872058_04a9b36974_1148_93455345@N00,fine,7187,37.928565979003906,-122.07878875732422
1077955412_5c254dabba_1246_93455345@N00,fine,2425,45.45210647583008,-94.32254791259766
1079732334_0baae72c4f_1271_25159586@N00,fine,686,24.192895889282227,120.67416381835938
108325116_1b1cd483cc_42_17351226@N00,fine,2180,62.210384368896484,7.397873878479004
108328982_9befccdd12_52_17351226@N00,fine,2180,62.210384368896484,7.397873878479004
108344521_b7f5d1ba86_37_17351226@N00,fine,4400,32.69222640991211,-16.969175338745117
1085645221_dad5caca79_1379_33463080@N00,fine,9231,25.084638595581055,55.11455154418945
1085889653_66207e5068_1416_33463080@N00,fine,4753,13.96849250793457,99.53694915771484
1086201488_cd08f71bb8_1056_33463080@N00,fine,1427,1.4273229837417603,103.78250122070312
107723582_6c02eba98c_44_17351226@N00,hierarchy,3204,-12.98335075378418,-38.448707580566406
107723692_6abd246261_52_17351226@N00,hierarchy,761,28.315404891967773,-81.42070770263672
107723908_e96144f997_56_17351226@N00,hierarchy,4854,44.55042266845703,-68.94956970214844
1077244783_6b676179aa_1032_93455345@N00,hierarchy,772,55.61989212036133,37.75643539428711
1077872058_04a9b36974_1148_93455345@N00,hierarchy,10099,37.83237075805664,-121.93851470947266
1077955412_5c254dabba_1246_93455345@N00,hierarchy,1954,46.27949905395508,-62.82801055908203
1079732334_0baae72c4f_1271_25159586@N00,hierarchy,1129,24.824888229370117,121.19981384277344
108325116_1b1cd483cc_42_17351226@N00,hierarchy,4126,62.3526725769043,6.341541767120361
108328982_9befccdd12_52_17351226@N00,hierarchy,2180,62.210384368896484,7.397873878479004
108344521_b7f5d1ba86_37_17351226@N00,hierarchy,4400,32.69222640991211,-16.969175338745117
